timestamp,predicted_load,actual_load,anomaly_label,risk_score
2024-01-01 00:00:00,32.525005411029746,32.525005411029746,0,0.19515003246617846
2024-01-01 00:15:00,31.7406000117488,31.7406000117488,0,0.1904436000704928
2024-01-01 00:30:00,33.3638181852109,33.3638181852109,0,0.2001829091112654
2024-01-01 00:45:00,35.1997774695902,35.1997774695902,0,0.2111986648175412
2024-01-01 01:00:00,31.869585845092995,31.869585845092995,0,0.19121751507055798
2024-01-01 01:15:00,31.754527279429258,31.754527279429258,0,0.19052716367657554
2024-01-01 01:30:00,35.59336668909215,35.59336668909215,0,0.21356020013455287
2024-01-01 01:45:00,34.1234931827393,34.1234931827393,0,0.2047409590964358
2024-01-01 02:00:00,31.775199101375097,31.775199101375097,0,0.19065119460825056
2024-01-01 02:15:00,34.43336318875157,34.43336318875157,0,0.20660017913250942
2024-01-01 02:30:00,32.726337892045194,32.726337892045194,0,0.19635802735227115
2024-01-01 02:45:00,32.816030223822956,32.816030223822956,0,0.19689618134293774
2024-01-01 03:00:00,34.82707029363969,34.82707029363969,0,0.20896242176183816
2024-01-01 03:15:00,30.898672989883853,30.898672989883853,0,0.18539203793930312
2024-01-01 03:30:00,31.097266332179284,31.097266332179284,0,0.1865835979930757
2024-01-01 03:45:00,41.493157409024825,41.493157409024825,0,0.24895894445414893
2024-01-01 04:00:00,33.040041225511956,33.040041225511956,0,0.19824024735307175
2024-01-01 04:15:00,36.97798051055371,36.97798051055371,0,0.22186788306332222
2024-01-01 04:30:00,34.74692513245312,34.74692513245312,0,0.20848155079471872
2024-01-01 04:45:00,33.78195594088698,33.78195594088698,0,0.2026917356453219
2024-01-01 05:00:00,40.86074517702294,40.86074517702294,0,0.25807564871748173
2024-01-01 05:15:00,37.32131821246545,37.32131821246545,0,0.2239279092747927
2024-01-01 05:30:00,38.92560913112951,38.92560913112951,0,0.23355365478677706
2024-01-01 05:45:00,36.07905160232639,36.07905160232639,0,0.21647430961395833
2024-01-01 06:00:00,38.799578738424074,38.799578738424074,0,0.23279747243054444
2024-01-01 06:15:00,38.98626924895993,38.98626924895993,0,0.24509366869267266
2024-01-01 06:30:00,36.65021524209011,36.65021524209011,0,0.21990129145254067
2024-01-01 06:45:00,45.22573111178286,45.22573111178286,0,0.3060361658630027
2024-01-01 07:00:00,36.11583332505591,36.11583332505591,0,0.22973412466507379
2024-01-01 07:15:00,37.73505468787458,37.73505468787458,0,0.2562322514698286
2024-01-01 07:30:00,35.36596782283923,35.36596782283923,0,0.2400666204539642
2024-01-01 07:45:00,40.66268126634906,40.66268126634906,0,0.35261907595964265
